20190101 231900;76.671000;76.684000;76.670000;76.684000;0
20190101 232000;76.683000;76.697000;76.681000;76.692000;0
20190101 232100;76.691000;76.692000;76.679000;76.683000;0
20190101 232200;76.684000;76.686000;76.679000;76.679000;0
20190101 232300;76.679000;76.705000;76.679000;76.697000;0
20190101 232400;76.699000;76.700000;76.693000;76.695000;0
20190101 232500;76.695000;76.723000;76.695000;76.723000;0
20190101 232600;76.723000;76.734000;76.720000;76.725000;0
20190101 232700;76.725000;76.727000;76.708000;76.723000;0
20190101 232800;76.723000;76.733000;76.714000;76.732000;0
20190101 232900;76.731000;76.772000;76.730000;76.770000;0
20190101 233000;76.770000;76.774000;76.745000;76.749000;0
20190101 233100;76.746000;76.749000;76.729000;76.734000;0
20190101 233200;76.734000;76.740000;76.729000;76.736000;0
20190101 233300;76.736000;76.741000;76.733000;76.735000;0
20190101 233400;76.734000;76.755000;76.734000;76.751000;0
20190101 233500;76.751000;76.760000;76.743000;76.758000;0
20190101 233600;76.758000;76.763000;76.751000;76.753000;0
20190101 233700;76.753000;76.765000;76.753000;76.760000;0
20190101 233800;76.760000;76.765000;76.758000;76.758000;0
20190101 233900;76.758000;76.759000;76.746000;76.750000;0
20190101 234000;76.751000;76.753000;76.750000;76.752000;0
20190101 234100;76.754000;76.767000;76.754000;76.765000;0
20190101 234200;76.766000;76.767000;76.753000;76.754000;0
20190101 234300;76.753000;76.754000;76.745000;76.753000;0
20190101 234400;76.753000;76.763000;76.751000;76.759000;0
20190101 234500;76.760000;76.764000;76.754000;76.754000;0
20190101 234600;76.754000;76.760000;76.752000;76.755000;0
20190101 234700;76.754000;76.757000;76.752000;76.754000;0
20190101 234800;76.754000;76.755000;76.749000;76.750000;0
20190101 234900;76.753000;76.755000;76.747000;76.751000;0
20190101 235000;76.753000;76.761000;76.753000;76.757000;0
20190101 235100;76.758000;76.758000;76.755000;76.758000;0
20190101 235200;76.757000;76.761000;76.757000;76.761000;0
20190101 235300;76.762000;76.763000;76.757000;76.763000;0
20190101 235400;76.763000;76.765000;76.763000;76.763000;0
20190101 235500;76.763000;76.765000;76.754000;76.754000;0
20190101 235600;76.753000;76.759000;76.752000;76.755000;0
20190101 235700;76.753000;76.758000;76.751000;76.756000;0
20190101 235800;76.757000;76.781000;76.757000;76.778000;0
20190101 235900;76.778000;76.789000;76.778000;76.782000;0
20190102 000000;76.782000;76.791000;76.779000;76.779000;0
20190102 000100;76.780000;76.789000;76.780000;76.788000;0
20190102 000200;76.787000;76.789000;76.771000;76.772000;0
20190102 000300;76.772000;76.777000;76.772000;76.773000;0
20190102 000400;76.773000;76.780000;76.767000;76.779000;0
20190102 000500;76.779000;76.801000;76.777000;76.801000;0
20190102 000600;76.801000;76.801000;76.788000;76.793000;0
20190102 000700;76.793000;76.796000;76.790000;76.790000;0
20190102 000800;76.790000;76.790000;76.780000;76.781000;0
20190102 000900;76.781000;76.787000;76.778000;76.787000;0
20190102 001000;76.787000;76.792000;76.779000;76.791000;0
20190102 001100;76.791000;76.802000;76.791000;76.802000;0
20190102 001200;76.802000;76.805000;76.793000;76.793000;0
20190102 001300;76.793000;76.801000;76.793000;76.799000;0
20190102 001400;76.798000;76.801000;76.792000;76.799000;0
20190102 001500;76.800000;76.803000;76.798000;76.799000;0
20190102 001600;76.799000;76.804000;76.795000;76.802000;0
20190102 001700;76.802000;76.806000;76.792000;76.803000;0
20190102 001800;76.802000;76.805000;76.798000;76.804000;0
20190102 001900;76.803000;76.837000;76.803000;76.833000;0
20190102 002000;76.833000;76.841000;76.827000;76.832000;0
20190102 002100;76.832000;76.853000;76.832000;76.851000;0
20190102 002200;76.850000;76.857000;76.842000;76.850000;0
20190102 002300;76.850000;76.869000;76.850000;76.869000;0
20190102 002400;76.869000;76.872000;76.859000;76.864000;0
20190102 002500;76.866000;76.867000;76.863000;76.865000;0
20190102 002600;76.866000;76.868000;76.853000;76.853000;0
20190102 002700;76.853000;76.853000;76.837000;76.839000;0
20190102 002800;76.839000;76.841000;76.827000;76.828000;0
20190102 002900;76.828000;76.836000;76.828000;76.832000;0
20190102 003000;76.832000;76.852000;76.830000;76.852000;0
20190102 003100;76.852000;76.865000;76.845000;76.848000;0
20190102 003200;76.848000;76.855000;76.846000;76.848000;0
20190102 003300;76.848000;76.853000;76.847000;76.852000;0
20190102 003400;76.851000;76.860000;76.850000;76.860000;0
20190102 003500;76.861000;76.877000;76.861000;76.874000;0
20190102 003600;76.874000;76.877000;76.864000;76.866000;0
20190102 003700;76.867000;76.886000;76.867000;76.870000;0
20190102 003800;76.871000;76.871000;76.863000;76.868000;0
20190102 003900;76.868000;76.868000;76.860000;76.863000;0
20190102 004000;76.862000;76.864000;76.860000;76.863000;0
20190102 004100;76.866000;76.883000;76.866000;76.881000;0
20190102 004200;76.881000;76.883000;76.844000;76.845000;0
20190102 004300;76.844000;76.864000;76.844000;76.864000;0
20190102 004400;76.864000;76.868000;76.864000;76.866000;0
20190102 004500;76.866000;76.871000;76.863000;76.863000;0
20190102 004600;76.862000;76.862000;76.846000;76.846000;0
20190102 004700;76.846000;76.847000;76.836000;76.838000;0
20190102 004800;76.838000;76.841000;76.827000;76.838000;0
20190102 004900;76.841000;76.863000;76.841000;76.854000;0
20190102 005000;76.855000;76.862000;76.849000;76.861000;0
20190102 005100;76.860000;76.868000;76.860000;76.861000;0
20190102 005200;76.861000;76.861000;76.842000;76.843000;0
20190102 005300;76.844000;76.844000;76.831000;76.831000;0
20190102 005400;76.831000;76.835000;76.821000;76.835000;0
20190102 005500;76.835000;76.835000;76.814000;76.827000;0
20190102 005600;76.827000;76.830000;76.808000;76.822000;0
